"","Blue","CloudMask","CloudMaskConfidence","Green","ImageDate","ImageName","Lake","NIR","Organization","Red","SWIR1","SWIR2","Sensor","StationID","Dataset"
"286",990,1,1,1386,1988-06-04,"LT50380321988156","Utah",371,"UTAHDWQ",1148,32,20,"LANDSAT/LT5_SR",4917390,"Estimated"
"287",687,1,1,1036,1988-06-04,"LT50380321988156","Utah",564,"UTAHDWQ",1003,3,51,"LANDSAT/LT5_SR",4917450,"Estimated"
"288",772,1,1,1015,1988-06-04,"LT50380321988156","Utah",137,"UTAHDWQ",431,12,54,"LANDSAT/LT5_SR",4917500,"Estimated"
"289",1159,1,1,1543,1988-06-04,"LT50380321988156","Utah",322,"UTAHDWQ",1031,140,154,"LANDSAT/LT5_SR",4917520,"Estimated"
"290",917,1,1,1358,1988-06-04,"LT50380321988156","Utah",331,"UTAHDWQ",981,121,88,"LANDSAT/LT5_SR",4917600,"Estimated"
"292",1265,1,1,1706,1988-06-20,"LT50380321988172","Utah",439,"UTAHDWQ",1292,97,89,"LANDSAT/LT5_SR",4917310,"Estimated"
"295",755,1,1,1036,1988-06-20,"LT50380321988172","Utah",575,"UTAHDWQ",919,47,53,"LANDSAT/LT5_SR",4917450,"Estimated"
"296",1434,1,1,1830,1988-06-20,"LT50380321988172","Utah",447,"UTAHDWQ",1404,124,90,"LANDSAT/LT5_SR",4917500,"Estimated"
"297",1446,1,1,1893,1988-06-20,"LT50380321988172","Utah",618,"UTAHDWQ",1543,146,89,"LANDSAT/LT5_SR",4917520,"Estimated"
"298",1183,1,1,1672,1988-06-20,"LT50380321988172","Utah",904,"UTAHDWQ",1432,242,264,"LANDSAT/LT5_SR",4917600,"Estimated"
"299",1044,1,1,1518,1988-06-20,"LT50380321988172","Utah",464,"UTAHDWQ",1204,69,87,"LANDSAT/LT5_SR",4917770,"Estimated"
"300",1371,1,1,1876,1988-07-06,"LT50380321988188","Utah",938,"UTAHDWQ",1668,221,229,"LANDSAT/LT5_SR",4917310,"Estimated"
"301",1488,1,1,1939,1988-07-06,"LT50380321988188","Utah",1109,"UTAHDWQ",1835,221,229,"LANDSAT/LT5_SR",4917370,"Estimated"
"302",1266,1,1,1725,1988-07-06,"LT50380321988188","Utah",763,"UTAHDWQ",1476,219,195,"LANDSAT/LT5_SR",4917390,"Estimated"
"303",817,1,1,1160,1988-07-06,"LT50380321988188","Utah",1108,"UTAHDWQ",1112,219,229,"LANDSAT/LT5_SR",4917450,"Estimated"
"304",1593,0,1,2062,1988-07-06,"LT50380321988188","Utah",1315,"UTAHDWQ",1973,222,195,"LANDSAT/LT5_SR",4917500,"Estimated"
"305",1429,1,1,1876,1988-07-06,"LT50380321988188","Utah",1109,"UTAHDWQ",1778,245,264,"LANDSAT/LT5_SR",4917520,"Estimated"
"306",1094,0,1,1506,1988-07-06,"LT50380321988188","Utah",1383,"UTAHDWQ",1530,222,229,"LANDSAT/LT5_SR",4917600,"Estimated"
"307",1129,1,1,1538,1988-07-06,"LT50380321988188","Utah",865,"UTAHDWQ",1476,195,194,"LANDSAT/LT5_SR",4917770,"Estimated"
"308",460,0,1,1004,1988-07-22,"LT50380321988204","Utah",742,"UTAHDWQ",573,85,58,"LANDSAT/LT5_SR",4917310,"Estimated"
"309",763,1,1,1353,1988-07-22,"LT50380321988204","Utah",637,"UTAHDWQ",884,62,58,"LANDSAT/LT5_SR",4917370,"Estimated"
"310",560,1,1,1033,1988-07-22,"LT50380321988204","Utah",635,"UTAHDWQ",627,131,57,"LANDSAT/LT5_SR",4917390,"Estimated"
"311",683,1,1,969,1988-07-22,"LT50380321988204","Utah",810,"UTAHDWQ",855,61,57,"LANDSAT/LT5_SR",4917450,"Estimated"
"312",796,1,1,1322,1988-07-22,"LT50380321988204","Utah",429,"UTAHDWQ",857,62,58,"LANDSAT/LT5_SR",4917500,"Estimated"
"313",945,1,1,1353,1988-07-22,"LT50380321988204","Utah",533,"UTAHDWQ",1027,62,58,"LANDSAT/LT5_SR",4917520,"Estimated"
"314",838,1,1,1322,1988-07-22,"LT50380321988204","Utah",949,"UTAHDWQ",997,84,23,"LANDSAT/LT5_SR",4917600,"Estimated"
"315",622,1,1,1098,1988-07-22,"LT50380321988204","Utah",671,"UTAHDWQ",826,38,58,"LANDSAT/LT5_SR",4917770,"Estimated"
"316",386,0,1,992,1988-08-07,"LT50380321988220","Utah",1394,"UTAHDWQ",599,152,55,"LANDSAT/LT5_SR",4917310,"Estimated"
"317",647,1,1,1206,1988-08-07,"LT50380321988220","Utah",775,"UTAHDWQ",802,65,24,"LANDSAT/LT5_SR",4917370,"Estimated"
"318",677,1,1,1200,1988-08-07,"LT50380321988220","Utah",838,"UTAHDWQ",847,154,56,"LANDSAT/LT5_SR",4917390,"Estimated"
"320",666,1,1,1240,1988-08-07,"LT50380321988220","Utah",631,"UTAHDWQ",832,65,96,"LANDSAT/LT5_SR",4917500,"Estimated"
"321",1051,1,1,1534,1988-08-07,"LT50380321988220","Utah",628,"UTAHDWQ",1152,112,95,"LANDSAT/LT5_SR",4917520,"Estimated"
"322",359,0,1,870,1988-08-07,"LT50380321988220","Utah",2046,"UTAHDWQ",527,231,94,"LANDSAT/LT5_SR",4917600,"Estimated"
"323",562,1,1,1068,1988-08-07,"LT50380321988220","Utah",842,"UTAHDWQ",823,59,94,"LANDSAT/LT5_SR",4917770,"Estimated"
"324",790,1,1,1426,1988-08-23,"LT50380321988236","Utah",680,"UTAHDWQ",1010,87,23,"LANDSAT/LT5_SR",4917310,"Estimated"
"325",845,1,1,1425,1988-08-23,"LT50380321988236","Utah",570,"UTAHDWQ",1012,63,61,"LANDSAT/LT5_SR",4917370,"Estimated"
"326",765,1,1,1288,1988-08-23,"LT50380321988236","Utah",572,"UTAHDWQ",890,64,61,"LANDSAT/LT5_SR",4917390,"Estimated"
"328",809,1,1,1425,1988-08-23,"LT50380321988236","Utah",651,"UTAHDWQ",984,43,26,"LANDSAT/LT5_SR",4917500,"Estimated"
"329",765,1,1,1322,1988-08-23,"LT50380321988236","Utah",683,"UTAHDWQ",920,64,61,"LANDSAT/LT5_SR",4917520,"Estimated"
"330",516,0,1,986,1988-08-23,"LT50380321988236","Utah",1469,"UTAHDWQ",681,91,25,"LANDSAT/LT5_SR",4917600,"Estimated"
"331",635,1,1,1014,1988-08-23,"LT50380321988236","Utah",684,"UTAHDWQ",859,40,62,"LANDSAT/LT5_SR",4917770,"Estimated"
"332",633,1,1,1280,1988-09-24,"LT50380321988268","Utah",913,"UTAHDWQ",930,43,69,"LANDSAT/LT5_SR",4917310,"Estimated"
"333",1183,1,1,1673,1988-09-24,"LT50380321988268","Utah",661,"UTAHDWQ",1525,48,28,"LANDSAT/LT5_SR",4917370,"Estimated"
"337",1273,1,1,1717,1988-09-24,"LT50380321988268","Utah",871,"UTAHDWQ",1494,45,27,"LANDSAT/LT5_SR",4917520,"Estimated"
"338",494,0,1,971,1988-09-24,"LT50380321988268","Utah",1847,"UTAHDWQ",730,190,72,"LANDSAT/LT5_SR",4917600,"Estimated"
"340",490,0,1,1182,1988-10-10,"LT50380321988284","Utah",1859,"UTAHDWQ",736,303,126,"LANDSAT/LT5_SR",4917310,"Estimated"
"342",1250,1,1,1747,1988-10-10,"LT50380321988284","Utah",828,"UTAHDWQ",1508,85,32,"LANDSAT/LT5_SR",4917390,"Estimated"
"343",848,0,1,1137,1988-10-10,"LT50380321988284","Utah",1249,"UTAHDWQ",1122,52,31,"LANDSAT/LT5_SR",4917450,"Estimated"
"344",1524,1,1,2008,1988-10-10,"LT50380321988284","Utah",1016,"UTAHDWQ",1853,54,78,"LANDSAT/LT5_SR",4917500,"Estimated"
"345",1520,1,1,1924,1988-10-10,"LT50380321988284","Utah",1109,"UTAHDWQ",1895,20,31,"LANDSAT/LT5_SR",4917520,"Estimated"
"347",759,1,1,1268,1988-10-10,"LT50380321988284","Utah",1109,"UTAHDWQ",1122,51,77,"LANDSAT/LT5_SR",4917770,"Estimated"
"352",1336,1,1,1796,1988-10-26,"LT50380321988300","Utah",514,"UTAHDWQ",1493,26,36,"LANDSAT/LT5_SR",4917500,"Estimated"
"353",1330,1,1,1747,1988-10-26,"LT50380321988300","Utah",566,"UTAHDWQ",1492,60,89,"LANDSAT/LT5_SR",4917520,"Estimated"
"355",1000,1,1,1404,1988-10-26,"LT50380321988300","Utah",723,"UTAHDWQ",1363,61,36,"LANDSAT/LT5_SR",4917770,"Estimated"
"356",1283,1,1,1631,1989-05-06,"LT50380321989126","Utah",674,"UTAHDWQ",1186,449,302,"LANDSAT/LT5_SR",4917310,"Estimated"
"357",1637,1,1,2011,1989-05-06,"LT50380321989126","Utah",716,"UTAHDWQ",1618,377,303,"LANDSAT/LT5_SR",4917370,"Estimated"
"358",1321,1,1,1699,1989-05-06,"LT50380321989126","Utah",606,"UTAHDWQ",1251,329,339,"LANDSAT/LT5_SR",4917390,"Estimated"
"359",908,1,1,1215,1989-05-06,"LT50380321989126","Utah",1092,"UTAHDWQ",1161,403,303,"LANDSAT/LT5_SR",4917450,"Estimated"
"360",1390,1,1,1770,1989-05-06,"LT50380321989126","Utah",604,"UTAHDWQ",1251,352,303,"LANDSAT/LT5_SR",4917500,"Estimated"
"361",1404,1,1,1769,1989-05-06,"LT50380321989126","Utah",828,"UTAHDWQ",1403,474,376,"LANDSAT/LT5_SR",4917520,"Estimated"
"362",1146,1,1,1557,1989-05-06,"LT50380321989126","Utah",844,"UTAHDWQ",1432,360,304,"LANDSAT/LT5_SR",4917600,"Estimated"
"363",1140,1,1,1595,1989-05-06,"LT50380321989126","Utah",795,"UTAHDWQ",1403,379,376,"LANDSAT/LT5_SR",4917770,"Estimated"
"364",1219,1,1,1591,1989-05-22,"LT50380321989142","Utah",307,"UTAHDWQ",1106,35,21,"LANDSAT/LT5_SR",4917310,"Estimated"
"365",1352,1,1,1747,1989-05-22,"LT50380321989142","Utah",372,"UTAHDWQ",1300,57,55,"LANDSAT/LT5_SR",4917370,"Estimated"
"366",1219,1,1,1622,1989-05-22,"LT50380321989142","Utah",407,"UTAHDWQ",1300,35,21,"LANDSAT/LT5_SR",4917390,"Estimated"
"367",696,1,1,1056,1989-05-22,"LT50380321989142","Utah",634,"UTAHDWQ",1018,30,19,"LANDSAT/LT5_SR",4917450,"Estimated"
"368",1312,1,1,1720,1989-05-22,"LT50380321989142","Utah",404,"UTAHDWQ",1191,168,122,"LANDSAT/LT5_SR",4917500,"Estimated"
"369",1412,1,1,1869,1989-05-22,"LT50380321989142","Utah",510,"UTAHDWQ",1465,148,123,"LANDSAT/LT5_SR",4917520,"Estimated"
"370",1137,1,1,1624,1989-05-22,"LT50380321989142","Utah",810,"UTAHDWQ",1495,215,190,"LANDSAT/LT5_SR",4917600,"Estimated"
"371",817,1,1,1215,1989-05-22,"LT50380321989142","Utah",497,"UTAHDWQ",1046,52,53,"LANDSAT/LT5_SR",4917770,"Estimated"
"373",1277,1,1,1753,1989-06-07,"LT50380321989158","Utah",477,"UTAHDWQ",1383,100,123,"LANDSAT/LT5_SR",4917310,"Estimated"
"374",1454,1,1,1903,1989-06-07,"LT50380321989158","Utah",554,"UTAHDWQ",1549,150,125,"LANDSAT/LT5_SR",4917370,"Estimated"
"375",1082,1,1,1501,1989-06-07,"LT50380321989158","Utah",407,"UTAHDWQ",1215,54,20,"LANDSAT/LT5_SR",4917390,"Estimated"
"376",774,1,1,1119,1989-06-07,"LT50380321989158","Utah",578,"UTAHDWQ",1044,30,88,"LANDSAT/LT5_SR",4917450,"Estimated"
"377",1370,1,1,1873,1989-06-07,"LT50380321989158","Utah",416,"UTAHDWQ",1411,81,22,"LANDSAT/LT5_SR",4917500,"Estimated"
"378",1440,1,1,1912,1989-06-07,"LT50380321989158","Utah",613,"UTAHDWQ",1524,168,192,"LANDSAT/LT5_SR",4917520,"Estimated"
"379",1059,1,1,1502,1989-06-07,"LT50380321989158","Utah",551,"UTAHDWQ",1273,80,124,"LANDSAT/LT5_SR",4917600,"Estimated"
"380",755,1,1,1182,1989-06-07,"LT50380321989158","Utah",505,"UTAHDWQ",1071,28,54,"LANDSAT/LT5_SR",4917770,"Estimated"
"381",1125,1,1,1627,1989-07-09,"LT50380321989190","Utah",653,"UTAHDWQ",1323,121,54,"LANDSAT/LT5_SR",4917310,"Estimated"
"382",1275,1,1,1759,1989-07-09,"LT50380321989190","Utah",647,"UTAHDWQ",1438,94,87,"LANDSAT/LT5_SR",4917370,"Estimated"
"383",1054,1,1,1496,1989-07-09,"LT50380321989190","Utah",539,"UTAHDWQ",1205,69,86,"LANDSAT/LT5_SR",4917390,"Estimated"
"384",788,0,1,1102,1989-07-09,"LT50380321989190","Utah",1077,"UTAHDWQ",972,71,87,"LANDSAT/LT5_SR",4917450,"Estimated"
"385",1265,1,1,1793,1989-07-09,"LT50380321989190","Utah",684,"UTAHDWQ",1439,189,122,"LANDSAT/LT5_SR",4917500,"Estimated"
"386",1403,1,1,1919,1989-07-09,"LT50380321989190","Utah",900,"UTAHDWQ",1668,237,193,"LANDSAT/LT5_SR",4917520,"Estimated"
"387",924,1,1,1434,1989-07-09,"LT50380321989190","Utah",972,"UTAHDWQ",1236,97,88,"LANDSAT/LT5_SR",4917600,"Estimated"
"388",1133,1,1,1530,1989-07-09,"LT50380321989190","Utah",826,"UTAHDWQ",1410,141,193,"LANDSAT/LT5_SR",4917770,"Estimated"
"389",1005,1,1,1473,1989-07-25,"LT50380321989206","Utah",863,"UTAHDWQ",1123,224,164,"LANDSAT/LT5_SR",4917310,"Estimated"
"390",1211,1,1,1671,1989-07-25,"LT50380321989206","Utah",680,"UTAHDWQ",1447,103,92,"LANDSAT/LT5_SR",4917370,"Estimated"
"391",496,1,1,908,1989-07-25,"LT50380321989206","Utah",536,"UTAHDWQ",533,79,56,"LANDSAT/LT5_SR",4917390,"Estimated"
"392",654,0,1,979,1989-07-25,"LT50380321989206","Utah",1012,"UTAHDWQ",863,59,58,"LANDSAT/LT5_SR",4917450,"Estimated"
"394",1102,1,1,1604,1989-07-25,"LT50380321989206","Utah",645,"UTAHDWQ",1241,127,92,"LANDSAT/LT5_SR",4917520,"Estimated"
"396",804,1,1,1241,1989-07-25,"LT50380321989206","Utah",574,"UTAHDWQ",948,80,93,"LANDSAT/LT5_SR",4917770,"Estimated"
"397",979,1,1,1534,1989-08-10,"LT50380321989222","Utah",765,"UTAHDWQ",1263,42,25,"LANDSAT/LT5_SR",4917310,"Estimated"
"398",1029,1,1,1567,1989-08-10,"LT50380321989222","Utah",691,"UTAHDWQ",1234,43,138,"LANDSAT/LT5_SR",4917370,"Estimated"
"399",979,1,1,1501,1989-08-10,"LT50380321989222","Utah",577,"UTAHDWQ",1174,42,25,"LANDSAT/LT5_SR",4917390,"Estimated"
"400",930,0,1,1232,1989-08-10,"LT50380321989222","Utah",1440,"UTAHDWQ",1204,366,325,"LANDSAT/LT5_SR",4917450,"Estimated"
"402",1183,1,1,1669,1989-08-10,"LT50380321989222","Utah",800,"UTAHDWQ",1382,90,99,"LANDSAT/LT5_SR",4917520,"Estimated"
"405",792,1,1,1332,1989-08-26,"LT50380321989238","Utah",690,"UTAHDWQ",1067,86,60,"LANDSAT/LT5_SR",4917310,"Estimated"
"406",954,1,1,1474,1989-08-26,"LT50380321989238","Utah",462,"UTAHDWQ",1100,63,23,"LANDSAT/LT5_SR",4917370,"Estimated"
"407",923,1,1,1439,1989-08-26,"LT50380321989238","Utah",503,"UTAHDWQ",1196,38,23,"LANDSAT/LT5_SR",4917390,"Estimated"
"408",745,1,1,1157,1989-08-26,"LT50380321989238","Utah",926,"UTAHDWQ",1103,67,25,"LANDSAT/LT5_SR",4917450,"Estimated"
"410",783,1,1,1261,1989-08-26,"LT50380321989238","Utah",501,"UTAHDWQ",943,88,61,"LANDSAT/LT5_SR",4917520,"Estimated"
"411",940,0,1,1441,1989-08-26,"LT50380321989238","Utah",1383,"UTAHDWQ",1322,42,63,"LANDSAT/LT5_SR",4917600,"Estimated"
"421",1108,1,1,1629,1989-09-27,"LT50380321989270","Utah",811,"UTAHDWQ",1371,92,18,"LANDSAT/LT5_SR",4917310,"Estimated"
"422",1118,1,1,1800,1989-09-27,"LT50380321989270","Utah",768,"UTAHDWQ",1372,96,65,"LANDSAT/LT5_SR",4917370,"Estimated"
"423",850,1,1,1368,1989-09-27,"LT50380321989270","Utah",676,"UTAHDWQ",991,158,112,"LANDSAT/LT5_SR",4917390,"Estimated"
"426",1297,1,1,1807,1989-09-27,"LT50380321989270","Utah",1095,"UTAHDWQ",1642,184,156,"LANDSAT/LT5_SR",4917520,"Estimated"
"428",904,1,1,1280,1989-09-27,"LT50380321989270","Utah",1050,"UTAHDWQ",1180,156,157,"LANDSAT/LT5_SR",4917770,"Estimated"
"430",985,1,1,1543,1989-10-13,"LT50380321989286","Utah",705,"UTAHDWQ",1281,22,33,"LANDSAT/LT5_SR",4917310,"Estimated"
"434",1036,1,1,1543,1989-10-13,"LT50380321989286","Utah",564,"UTAHDWQ",1243,55,82,"LANDSAT/LT5_SR",4917500,"Estimated"
"436",709,1,1,1094,1989-10-13,"LT50380321989286","Utah",994,"UTAHDWQ",1005,88,33,"LANDSAT/LT5_SR",4917600,"Estimated"
"437",751,1,1,1183,1989-10-13,"LT50380321989286","Utah",611,"UTAHDWQ",1084,55,34,"LANDSAT/LT5_SR",4917770,"Estimated"
"439",1512,1,1,1943,1989-10-29,"LT50380321989302","Utah",1003,"UTAHDWQ",1734,83,82,"LANDSAT/LT5_SR",4917370,"Estimated"
"440",1539,1,1,2000,1989-10-29,"LT50380321989302","Utah",1059,"UTAHDWQ",1782,83,82,"LANDSAT/LT5_SR",4917390,"Estimated"
"442",1648,1,1,2167,1989-10-29,"LT50380321989302","Utah",1059,"UTAHDWQ",1734,83,82,"LANDSAT/LT5_SR",4917500,"Estimated"
"443",1213,1,1,1720,1989-10-29,"LT50380321989302","Utah",773,"UTAHDWQ",1297,83,26,"LANDSAT/LT5_SR",4917520,"Estimated"
"447",1527,1,1,2037,1990-05-09,"LT50380321990129","Utah",798,"UTAHDWQ",1851,103,56,"LANDSAT/LT5_SR",4917370,"Estimated"
"448",1277,1,1,1778,1990-05-09,"LT50380321990129","Utah",551,"UTAHDWQ",1562,55,20,"LANDSAT/LT5_SR",4917390,"Estimated"
"449",600,1,1,951,1990-05-09,"LT50380321990129","Utah",797,"UTAHDWQ",920,10,56,"LANDSAT/LT5_SR",4917450,"Estimated"
"450",1483,1,1,2003,1990-05-09,"LT50380321990129","Utah",660,"UTAHDWQ",1735,34,56,"LANDSAT/LT5_SR",4917500,"Estimated"
"451",1465,1,1,1968,1990-05-09,"LT50380321990129","Utah",799,"UTAHDWQ",1819,81,91,"LANDSAT/LT5_SR",4917520,"Estimated"
"452",1007,1,1,1512,1990-05-09,"LT50380321990129","Utah",835,"UTAHDWQ",1443,83,92,"LANDSAT/LT5_SR",4917600,"Estimated"
"453",1181,1,1,1647,1990-05-09,"LT50380321990129","Utah",548,"UTAHDWQ",1476,29,19,"LANDSAT/LT5_SR",4917770,"Estimated"
"454",1273,1,1,1729,1990-05-25,"LT50380321990145","Utah",587,"UTAHDWQ",1469,35,22,"LANDSAT/LT5_SR",4917310,"Estimated"
"455",1526,1,1,1981,1990-05-25,"LT50380321990145","Utah",589,"UTAHDWQ",1721,36,57,"LANDSAT/LT5_SR",4917370,"Estimated"
"456",1392,1,1,1821,1990-05-25,"LT50380321990145","Utah",489,"UTAHDWQ",1551,37,57,"LANDSAT/LT5_SR",4917390,"Estimated"
"457",722,1,1,1057,1990-05-25,"LT50380321990145","Utah",861,"UTAHDWQ",1071,33,56,"LANDSAT/LT5_SR",4917450,"Estimated"
"458",1635,1,1,2017,1990-05-25,"LT50380321990145","Utah",656,"UTAHDWQ",1808,80,56,"LANDSAT/LT5_SR",4917500,"Estimated"
"459",1555,1,1,1978,1990-05-25,"LT50380321990145","Utah",660,"UTAHDWQ",1719,130,125,"LANDSAT/LT5_SR",4917520,"Estimated"
"460",1114,1,1,1571,1990-05-25,"LT50380321990145","Utah",695,"UTAHDWQ",1440,107,125,"LANDSAT/LT5_SR",4917600,"Estimated"
"461",1089,1,1,1571,1990-05-25,"LT50380321990145","Utah",655,"UTAHDWQ",1441,11,90,"LANDSAT/LT5_SR",4917770,"Estimated"
"470",995,1,1,1487,1990-06-26,"LT50380321990177","Utah",348,"UTAHDWQ",1094,34,22,"LANDSAT/LT5_SR",4917310,"Estimated"
"471",1222,1,1,1707,1990-06-26,"LT50380321990177","Utah",489,"UTAHDWQ",1347,35,57,"LANDSAT/LT5_SR",4917370,"Estimated"
"472",1009,1,1,1455,1990-06-26,"LT50380321990177","Utah",383,"UTAHDWQ",1037,151,160,"LANDSAT/LT5_SR",4917390,"Estimated"
"473",718,1,1,1042,1990-06-26,"LT50380321990177","Utah",975,"UTAHDWQ",1008,56,56,"LANDSAT/LT5_SR",4917450,"Estimated"
"474",1125,1,1,1580,1990-06-26,"LT50380321990177","Utah",323,"UTAHDWQ",1125,86,58,"LANDSAT/LT5_SR",4917500,"Estimated"
"475",1507,1,1,1988,1990-06-26,"LT50380321990177","Utah",976,"UTAHDWQ",1907,175,230,"LANDSAT/LT5_SR",4917520,"Estimated"
"476",1126,0,1,1611,1990-06-26,"LT50380321990177","Utah",1183,"UTAHDWQ",1599,177,93,"LANDSAT/LT5_SR",4917600,"Estimated"
"477",1081,1,1,1519,1990-06-26,"LT50380321990177","Utah",658,"UTAHDWQ",1404,148,159,"LANDSAT/LT5_SR",4917770,"Estimated"
"486",543,1,1,1069,1990-08-29,"LT50380321990241","Utah",519,"UTAHDWQ",743,67,24,"LANDSAT/LT5_SR",4917310,"Estimated"
"487",897,1,1,1461,1990-08-29,"LT50380321990241","Utah",602,"UTAHDWQ",1094,70,26,"LANDSAT/LT5_SR",4917370,"Estimated"
"488",867,1,1,1356,1990-08-29,"LT50380321990241","Utah",477,"UTAHDWQ",1060,39,63,"LANDSAT/LT5_SR",4917390,"Estimated"
"489",708,1,1,1000,1990-08-29,"LT50380321990241","Utah",951,"UTAHDWQ",1031,18,25,"LANDSAT/LT5_SR",4917450,"Estimated"
"490",851,1,1,1357,1990-08-29,"LT50380321990241","Utah",448,"UTAHDWQ",969,44,105,"LANDSAT/LT5_SR",4917500,"Estimated"
"492",1140,0,1,1500,1990-08-29,"LT50380321990241","Utah",1995,"UTAHDWQ",1599,2277,1626,"LANDSAT/LT5_SR",4917600,"Estimated"
"493",808,1,1,1284,1990-08-29,"LT50380321990241","Utah",795,"UTAHDWQ",1189,17,104,"LANDSAT/LT5_SR",4917770,"Estimated"
"494",1026,1,1,1589,1990-09-14,"LT50380321990257","Utah",716,"UTAHDWQ",1279,65,23,"LANDSAT/LT5_SR",4917310,"Estimated"
"496",907,1,1,1354,1990-09-14,"LT50380321990257","Utah",470,"UTAHDWQ",1039,42,67,"LANDSAT/LT5_SR",4917390,"Estimated"
"497",834,1,1,1044,1990-09-14,"LT50380321990257","Utah",1015,"UTAHDWQ",1142,70,26,"LANDSAT/LT5_SR",4917450,"Estimated"
"499",1256,1,1,1783,1990-09-14,"LT50380321990257","Utah",844,"UTAHDWQ",1590,66,66,"LANDSAT/LT5_SR",4917520,"Estimated"
"500",939,0,1,1164,1990-09-14,"LT50380321990257","Utah",1635,"UTAHDWQ",1279,2179,1945,"LANDSAT/LT5_SR",4917600,"Estimated"
"501",698,1,1,1159,1990-09-14,"LT50380321990257","Utah",805,"UTAHDWQ",1038,98,109,"LANDSAT/LT5_SR",4917770,"Estimated"
"502",1223,1,1,1719,1991-05-12,"LT50380321991132","Utah",681,"UTAHDWQ",1473,22,51,"LANDSAT/LT5_SR",4917310,"Estimated"
"503",1420,1,1,1927,1991-05-12,"LT50380321991132","Utah",701,"UTAHDWQ",1637,107,127,"LANDSAT/LT5_SR",4917370,"Estimated"
"504",1245,1,1,1746,1991-05-12,"LT50380321991132","Utah",477,"UTAHDWQ",1500,5,19,"LANDSAT/LT5_SR",4917390,"Estimated"
"505",864,1,1,1178,1991-05-12,"LT50380321991132","Utah",760,"UTAHDWQ",1236,5,19,"LANDSAT/LT5_SR",4917450,"Estimated"
"506",1407,1,1,1929,1991-05-12,"LT50380321991132","Utah",666,"UTAHDWQ",1638,15,57,"LANDSAT/LT5_SR",4917500,"Estimated"
"507",1355,1,1,1912,1991-05-12,"LT50380321991132","Utah",901,"UTAHDWQ",1706,145,124,"LANDSAT/LT5_SR",4917520,"Estimated"
"508",1099,1,1,1675,1991-05-12,"LT50380321991132","Utah",767,"UTAHDWQ",1497,81,56,"LANDSAT/LT5_SR",4917600,"Estimated"
"509",688,1,1,1178,1991-05-12,"LT50380321991132","Utah",548,"UTAHDWQ",999,75,89,"LANDSAT/LT5_SR",4917770,"Estimated"
"510",1390,1,1,1838,1991-05-28,"LT50380321991148","Utah",569,"UTAHDWQ",1584,47,86,"LANDSAT/LT5_SR",4917310,"Estimated"
"511",1455,1,1,1945,1991-05-28,"LT50380321991148","Utah",591,"UTAHDWQ",1687,61,24,"LANDSAT/LT5_SR",4917370,"Estimated"
"512",1378,1,1,1800,1991-05-28,"LT50380321991148","Utah",542,"UTAHDWQ",1581,29,53,"LANDSAT/LT5_SR",4917390,"Estimated"
"513",697,1,1,1116,1991-05-28,"LT50380321991148","Utah",749,"UTAHDWQ",1035,28,88,"LANDSAT/LT5_SR",4917450,"Estimated"
"515",1329,1,1,1837,1991-05-28,"LT50380321991148","Utah",570,"UTAHDWQ",1555,48,52,"LANDSAT/LT5_SR",4917520,"Estimated"
"516",1011,1,1,1510,1991-05-28,"LT50380321991148","Utah",825,"UTAHDWQ",1466,80,90,"LANDSAT/LT5_SR",4917600,"Estimated"
"517",719,1,1,1184,1991-05-28,"LT50380321991148","Utah",717,"UTAHDWQ",1009,53,54,"LANDSAT/LT5_SR",4917770,"Estimated"
"519",2246,0,1,2674,1991-06-13,"LT50380321991164","Utah",2321,"UTAHDWQ",2799,961,649,"LANDSAT/LT5_SR",4917370,"Estimated"
"521",948,0,1,1284,1991-06-13,"LT50380321991164","Utah",1638,"UTAHDWQ",1367,254,226,"LANDSAT/LT5_SR",4917450,"Estimated"
"522",1862,0,1,2326,1991-06-13,"LT50380321991164","Utah",1704,"UTAHDWQ",2458,210,262,"LANDSAT/LT5_SR",4917500,"Estimated"
"525",1173,0,1,1616,1991-06-13,"LT50380321991164","Utah",1137,"UTAHDWQ",1630,206,190,"LANDSAT/LT5_SR",4917770,"Estimated"
"526",1013,1,1,1593,1991-06-29,"LT50380321991180","Utah",597,"UTAHDWQ",1352,59,23,"LANDSAT/LT5_SR",4917310,"Estimated"
"527",1341,1,1,1911,1991-06-29,"LT50380321991180","Utah",700,"UTAHDWQ",1577,174,126,"LANDSAT/LT5_SR",4917370,"Estimated"
"528",1113,1,1,1691,1991-06-29,"LT50380321991180","Utah",488,"UTAHDWQ",1352,56,55,"LANDSAT/LT5_SR",4917390,"Estimated"
"529",530,1,1,990,1991-06-29,"LT50380321991180","Utah",909,"UTAHDWQ",873,59,23,"LANDSAT/LT5_SR",4917450,"Estimated"
"530",1285,1,1,1875,1991-06-29,"LT50380321991180","Utah",461,"UTAHDWQ",1380,107,92,"LANDSAT/LT5_SR",4917500,"Estimated"
"531",1611,0,1,2163,1991-06-29,"LT50380321991180","Utah",1221,"UTAHDWQ",2028,245,196,"LANDSAT/LT5_SR",4917520,"Estimated"
"532",1095,1,1,1627,1991-06-29,"LT50380321991180","Utah",1015,"UTAHDWQ",1550,83,57,"LANDSAT/LT5_SR",4917600,"Estimated"
"533",726,1,1,1213,1991-06-29,"LT50380321991180","Utah",736,"UTAHDWQ",1070,59,23,"LANDSAT/LT5_SR",4917770,"Estimated"
